run_id	stage_key	metric_name	value_text	value_num	unit	denominator_num	source_path	recorded_at
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15C_FULL_EMPIRICAL_BAM_TO_FINAL	peak_temporary_and_output_bytes	146580576495	146580576495.0	bytes		/mnt/intelssd/rnatr_project/qc/15_stage15c_fullscale_bam_to_final/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.6/stage15c_full_empirical_run.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15C_FULL_EMPIRICAL_BAM_TO_FINAL	repeat_events_rows	8523140	8523140.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15c_fullscale_bam_to_final/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.6/stage15c_full_empirical_run.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15C_FULL_EMPIRICAL_BAM_TO_FINAL	repeat_interruptions_rows	43399	43399.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15c_fullscale_bam_to_final/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.6/stage15c_full_empirical_run.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15C_FULL_EMPIRICAL_BAM_TO_FINAL	repeat_segments_rows	8573315	8573315.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15c_fullscale_bam_to_final/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.6/stage15c_full_empirical_run.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	assignment_excess_over_unique_loci	6431	6431.0	rows	20656258.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/candidate_entry_rate_and_reason_audit.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	candidate_read_rate	0.792867312566	0.792867312566	fraction	5312696.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15d_g31_row_expansion_audit.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	candidate_rows_per_candidate_read	4.903838625461	4.903838625461	ratio	4212263.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15d_g31_row_expansion_audit.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	candidate_rows_per_input_read	3.888093352226	3.888093352226	ratio	5312696.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15d_g31_row_expansion_audit.qc.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	exact_overlap_candidate_reads	3020451	3020451.0	reads	5312696.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/candidate_entry_rate_and_reason_audit.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1	15D_G31_ROW_EXPANSION_AUDIT	proximal_only_candidate_reads	1191812	1191812.0	reads	5312696.0	/mnt/intelssd/rnatr_project/qc/15_stage15d_g31_row_expansion_audit/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/candidate_entry_rate_and_reason_audit.tsv	2026-08-10T00:00:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	baseline_hash_seed	0	0.0			/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	checkpoint_artifacts	1884	1884.0	artifacts		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/checkpoint/first_resume.checkpoint_rehash.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	checkpoint_bytes	140029015504	140029015504.0	bytes		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/checkpoint/first_resume.checkpoint_rehash.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	clean_runtime_minutes	60.041256352	60.041256352	minutes		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	determinism_hash_seed	20260810	20260810.0			/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	fresh_target_shards	1	1.0	shards	144.0	/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	frozen_reused_shards	143	143.0	shards	144.0	/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	frozen_validator_count	6	6.0	validators		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	fullscale_restart_resume	PASS_SELECTIVE_CALLER_TO_FINAL_SCOPE				/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	general_repeat_calls_rows	20656258	20656258.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/full_package_table_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	read_evidence_rows	20656258	20656258.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/full_package_table_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	reconstruction_shards	144	144.0	shards		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	release_scale_determinism	PASS_CHECKPOINT_BASED_RECONSTRUCTION_SCOPE				/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	repeat_events_rows	8523140	8523140.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/full_package_table_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	repeat_interruptions_rows	43399	43399.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/full_package_table_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	repeat_segments_rows	8573315	8573315.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/full_package_table_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	scope	CHECKPOINT_BASED_RELEASE_SCALE_RECONSTRUCTION_NOT_UPSTREAM_BAM_PARTITION_11B_11D3_11E_RERUN				/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	second_resume_noop	PASS				/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/noop/second_resume_noop.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	second_resume_scientific_commands	0	0.0	commands		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/noop/second_resume_noop.qc.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	target_caller_called_rows	61333	61333.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/target_caller_qc_stable_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	target_caller_input_rows	146558	146558.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/target_caller_qc_stable_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	target_materializer_repeat_event_rows	61323	61323.0	rows		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/determinism/target_materializer_qc_stable_parity.tsv	2026-08-10T12:30:00+00:00
ENCSR307SHM_stage15e_determinism_restart_hashseed20260810_v1	15E_RELEASE_SCALE_DETERMINISM_RESTART	target_shard	shard_065	65.0	shard_index		/mnt/intelssd/rnatr_project/qc/15_stage15e_determinism_restart/ENCSR307SHM_stage15c_full5312696_seed20260809_mm2splice_v1/v0.1.0/stage15e_combined_determinism_restart.qc.tsv	2026-08-10T12:30:00+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_final_exact_plain_table_parity	PASS_5_OF_5				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_post_resume_final_parity	PASS_5_OF_5				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_public_fastq_to_final_seconds	289.0072668030043				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_public_resume	PASS_SECOND_RESUME_NOOP				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_resource_scope	LOCAL_EXACT_OFFICIAL_GENCODE_CACHE_PLUS_LOCAL_EXACT_STAGE16L_BUNDLE;FULL_LARGE_NETWORK_DEFERRED_TO_RC				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_source_head	2191352170afe284c88cccd92c192efda2465b09				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16R_FRESH_END_TO_END	stage16r_status	PASS_FRESH_MACHINE_EQUIVALENT_PUBLIC_FASTQ_TO_FINAL				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16v_stage16r_evidence_binding_v0.1.0/sha256_4445143bb1f138b39e240a9ed85c8bc0f1b31ff632db9aad781b9a44f60829ee/originals/rnatr_stage16r_fresh_public_fastq_e2e_v0.1.0.json	2026-08-17T01:57:19+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16U_SSOT_PROGRESS_CHECKPOINT	current_main_commit	be1de2ecdcaa681e3a3424486d340280001b0bf0				/mnt/intelssd/rnatr_git_stage/LOCAL_CORE_FREEZE_V0.1.0_git_snapshot_v0.1.2/docs/release/STAGE16T_USER_FACING_DOCUMENTATION_REVIEW_v0.1.0.md	2026-08-17T01:39:02+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16U_SSOT_PROGRESS_CHECKPOINT	immutable_core_freeze_root	4b1981db955a8aa92a2a01e19bbb1cfc2aa0ebfb				/mnt/intelssd/rnatr_git_stage/LOCAL_CORE_FREEZE_V0.1.0_git_snapshot_v0.1.2/config/core_runtime/v0.1.0/resource_manifest.json	2026-08-17T01:39:02+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16U_SSOT_PROGRESS_CHECKPOINT	stage16r_evidence_binding_status	PENDING				git:2191352170afe284c88cccd92c192efda2465b09	2026-08-17T01:39:02+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16U_SSOT_PROGRESS_CHECKPOINT	stage16s_cross_hardware_status	PASS_WITH_TESTED_SCOPE				/mnt/intelssd/rnatr_git_stage/LOCAL_CORE_FREEZE_V0.1.0_git_snapshot_v0.1.2/docs/release/STAGE16S_CROSS_HARDWARE_PARITY_v0.1.1.md	2026-08-17T01:39:02+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16U_SSOT_PROGRESS_CHECKPOINT	stage16t_documentation_status	PASS_OWNER_REVIEW_ACCEPTED				/mnt/intelssd/rnatr_git_stage/LOCAL_CORE_FREEZE_V0.1.0_git_snapshot_v0.1.2/docs/release/STAGE16T_USER_FACING_DOCUMENTATION_REVIEW_v0.1.0.md	2026-08-17T01:39:02+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16W_PUBLIC_CATALOG_DISTRIBUTION	stage16w_catalog_outer_sha256	54a24e4b60d920c8fec16b2df37b47e40407de42b949b18dc6233e97d85f2fef				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/stage16w_public_catalog_publish.result.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16W_PUBLIC_CATALOG_DISTRIBUTION	stage16w_release_tag	catalog-grch38-v0.1.0				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/stage16w_public_catalog_publish.result.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16W_PUBLIC_CATALOG_DISTRIBUTION	stage16w_resource_repository	Ryo-Miyamo/RNA-TR-Scout-resources				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/stage16w_public_catalog_publish.result.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16W_PUBLIC_CATALOG_DISTRIBUTION	stage16w_status	PASS_PUBLIC_RELEASE_ASSET_UNAUTHENTICATED_EXACT_SHA				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/stage16w_public_catalog_publish.result.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_final_exact_plain_table_parity	PASS_5_OF_5				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_network_catalog_download	PASS_PUBLIC_RELEASE_ASSET_EXACT				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_network_reference_downloads	PASS_2_OF_2_EXACT				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_public_fastq_to_final_seconds	281				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_public_resume	PASS_SECOND_RESUME_NOOP				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_source_commit	24ccb15e01921f05465f8bddb59f743d1ef4cc6f				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
RNA_TR_SCOUT_STAGE16_RELEASE_ENGINEERING	16X_FULL_NETWORK_FRESH_INSTALL	stage16x_status	PASS_FULL_NETWORK_FRESH_INSTALL_PUBLIC_FASTQ_TO_FINAL				/mnt/intelssd/rnatr_project/metadata/ssot/checkpoints/stage16y_stage16wx_registration_v0.1.0/sha256_75f9cc560c22adb236902324d2d4771f7a1a6fee439cedf747a9cfb163fffd09/originals/rnatr_stage16x_full_network_fresh_install_result_v0.1.2.json	2026-08-17T03:02:53+00:00
ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1	ARCHITECTURE_CONSISTENCY_AUDIT	architecture_audit_status	REVIEW				/mnt/intelssd/rnatr_project/qc/15_architecture_consistency_audit/ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1/post_250k_v0.1.1/architecture_consistency_audit.qc.tsv	2026-08-12T12:00:33+00:00
ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1	ARCHITECTURE_CONSISTENCY_AUDIT	blocking_conflicts	0	0.0			/mnt/intelssd/rnatr_project/qc/15_architecture_consistency_audit/ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1/post_250k_v0.1.1/architecture_consistency_audit.qc.tsv	2026-08-12T12:00:33+00:00
ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1	ARCHITECTURE_CONSISTENCY_AUDIT	open_items	2	2.0			/mnt/intelssd/rnatr_project/qc/15_architecture_consistency_audit/ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1/post_250k_v0.1.1/architecture_consistency_audit.qc.tsv	2026-08-12T12:00:33+00:00
ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1	ARCHITECTURE_CONSISTENCY_AUDIT	replacement_checkpoint_logical_reproducibility	1	1.0			/mnt/intelssd/rnatr_project/qc/15_architecture_consistency_audit/ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1/post_250k_v0.1.1/architecture_consistency_audit.qc.tsv	2026-08-12T12:00:33+00:00
ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1	ARCHITECTURE_CONSISTENCY_AUDIT	review_items	3	3.0			/mnt/intelssd/rnatr_project/qc/15_architecture_consistency_audit/ENCSR307SHM_stage15a250k_seed20260808_mm2splice_v1/post_250k_v0.1.1/architecture_consistency_audit.qc.tsv	2026-08-12T12:00:33+00:00
ENCSR307SHM_pilot100k_mm2splice_v1	P01_BACKBONE	exact_span_events	23867	23867.0			/mnt/intelssd/rnatr_project/metadata/build_tracker/checkpoints/20260803_182703_step11_rna_repeat_pilot/step11_checkpoint.md	2026-08-12T12:00:33+00:00
ENCSR307SHM_pilot100k_mm2splice_v1	P01_BACKBONE	exact_span_loci	11042	11042.0			/mnt/intelssd/rnatr_project/results/11_p01_event_to_locus_backbone/ENCSR307SHM_pilot100k_mm2splice_v1	2026-08-12T12:00:33+00:00
	SSOT_INGEST	artifact_manifests_ingested	1932	1932.0			/mnt/intelssd/rnatr_project	2026-08-12T12:00:33+00:00
	SSOT_INGEST	checkpoint_files_indexed	25	25.0			/mnt/intelssd/rnatr_project/metadata/build_tracker/checkpoints	2026-08-12T12:00:33+00:00
	SSOT_INGEST	manifest_artifact_rows_ingested	18535	18535.0			/mnt/intelssd/rnatr_project	2026-08-12T12:00:33+00:00
	SSOT_INGEST	qc_metric_rows_ingested	12565	12565.0			/mnt/intelssd/rnatr_project/qc	2026-08-12T12:00:30+00:00
